T29,Internet Usage,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
410,Republic of Korea,2015,Percentage of individuals using the internet,89.9,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
410,Republic of Korea,2017,Percentage of individuals using the internet,95.1,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
410,Republic of Korea,2018,Percentage of individuals using the internet,96.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
410,Republic of Korea,2019,Percentage of individuals using the internet,96.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
498,Republic of Moldova,2000,Percentage of individuals using the internet,1.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
498,Republic of Moldova,2005,Percentage of individuals using the internet,14.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
498,Republic of Moldova,2010,Percentage of individuals using the internet,32.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
498,Republic of Moldova,2015,Percentage of individuals using the internet,69.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
498,Republic of Moldova,2017,Percentage of individuals using the internet,76.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
638,Réunion,2000,Percentage of individuals using the internet,13.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
638,Réunion,2005,Percentage of individuals using the internet,28.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
642,Romania,2000,Percentage of individuals using the internet,3.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
642,Romania,2005,Percentage of individuals using the internet,21.5,Estimate.;Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
642,Romania,2010,Percentage of individuals using the internet,39.9,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
642,Romania,2015,Percentage of individuals using the internet,55.8,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
642,Romania,2017,Percentage of individuals using the internet,63.7,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
642,Romania,2018,Percentage of individuals using the internet,70.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
642,Romania,2019,Percentage of individuals using the internet,73.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
643,Russian Federation,2000,Percentage of individuals using the internet,2.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
643,Russian Federation,2005,Percentage of individuals using the internet,15.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
643,Russian Federation,2010,Percentage of individuals using the internet,43.0,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
643,Russian Federation,2015,Percentage of individuals using the internet,70.1,Users in the last 3 months.;Population aged 15 to 72 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
643,Russian Federation,2017,Percentage of individuals using the internet,76.0,Users in the last 3 months.;Population aged 15 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
643,Russian Federation,2018,Percentage of individuals using the internet,80.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
643,Russian Federation,2019,Percentage of individuals using the internet,82.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
646,Rwanda,2000,Percentage of individuals using the internet,0.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
646,Rwanda,2005,Percentage of individuals using the internet,0.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
646,Rwanda,2010,Percentage of individuals using the internet,8.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
646,Rwanda,2015,Percentage of individuals using the internet,18.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
646,Rwanda,2017,Percentage of individuals using the internet,21.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
654,Saint Helena,2000,Percentage of individuals using the internet,5.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
654,Saint Helena,2005,Percentage of individuals using the internet,15.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
654,Saint Helena,2010,Percentage of individuals using the internet,24.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
655,Ascension,2000,Percentage of individuals using the internet,34.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
655,Ascension,2010,Percentage of individuals using the internet,35.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
659,Saint Kitts and Nevis,2000,Percentage of individuals using the internet,5.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
659,Saint Kitts and Nevis,2005,Percentage of individuals using the internet,34.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
659,Saint Kitts and Nevis,2010,Percentage of individuals using the internet,63.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
659,Saint Kitts and Nevis,2015,Percentage of individuals using the internet,75.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
659,Saint Kitts and Nevis,2017,Percentage of individuals using the internet,80.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
662,Saint Lucia,2000,Percentage of individuals using the internet,5.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
662,Saint Lucia,2005,Percentage of individuals using the internet,21.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
662,Saint Lucia,2010,Percentage of individuals using the internet,32.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
662,Saint Lucia,2015,Percentage of individuals using the internet,42.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
662,Saint Lucia,2017,Percentage of individuals using the internet,50.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
670,Saint Vincent & Grenadines,2000,Percentage of individuals using the internet,3.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
670,Saint Vincent & Grenadines,2005,Percentage of individuals using the internet,9.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
670,Saint Vincent & Grenadines,2010,Percentage of individuals using the internet,33.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
670,Saint Vincent & Grenadines,2015,Percentage of individuals using the internet,17.1,Total Fixed broadband Internet Subscribers.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
882,Samoa,2000,Percentage of individuals using the internet,0.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
882,Samoa,2005,Percentage of individuals using the internet,3.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
882,Samoa,2010,Percentage of individuals using the internet,7.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
882,Samoa,2015,Percentage of individuals using the internet,25.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
882,Samoa,2017,Percentage of individuals using the internet,33.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
674,San Marino,2000,Percentage of individuals using the internet,48.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
674,San Marino,2005,Percentage of individuals using the internet,50.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
674,San Marino,2017,Percentage of individuals using the internet,60.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
678,Sao Tome and Principe,2000,Percentage of individuals using the internet,4.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
678,Sao Tome and Principe,2005,Percentage of individuals using the internet,13.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
678,Sao Tome and Principe,2010,Percentage of individuals using the internet,18.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
678,Sao Tome and Principe,2015,Percentage of individuals using the internet,25.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
678,Sao Tome and Principe,2017,Percentage of individuals using the internet,29.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
682,Saudi Arabia,2000,Percentage of individuals using the internet,2.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
682,Saudi Arabia,2005,Percentage of individuals using the internet,12.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
682,Saudi Arabia,2010,Percentage of individuals using the internet,41.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
682,Saudi Arabia,2015,Percentage of individuals using the internet,69.6,"This number is reflecting the whole population, based on the age range 12-65 years for the study it is 70% of the population.","International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
682,Saudi Arabia,2017,Percentage of individuals using the internet,94.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
682,Saudi Arabia,2018,Percentage of individuals using the internet,93.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
682,Saudi Arabia,2019,Percentage of individuals using the internet,95.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
686,Senegal,2000,Percentage of individuals using the internet,0.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
686,Senegal,2005,Percentage of individuals using the internet,4.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
686,Senegal,2010,Percentage of individuals using the internet,8.0,Refers to total population. Survey result: 16% for population age 12+.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
686,Senegal,2015,Percentage of individuals using the internet,27.0,Estimate.;Population aged 18 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
686,Senegal,2017,Percentage of individuals using the internet,29.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
688,Serbia,2005,Percentage of individuals using the internet,26.3,Estimate.;Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
688,Serbia,2010,Percentage of individuals using the internet,40.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
688,Serbia,2015,Percentage of individuals using the internet,65.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
688,Serbia,2017,Percentage of individuals using the internet,70.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
688,Serbia,2018,Percentage of individuals using the internet,73.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
688,Serbia,2019,Percentage of individuals using the internet,77.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
690,Seychelles,2000,Percentage of individuals using the internet,7.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
690,Seychelles,2005,Percentage of individuals using the internet,25.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
690,Seychelles,2010,Percentage of individuals using the internet,41.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
690,Seychelles,2015,Percentage of individuals using the internet,54.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
690,Seychelles,2017,Percentage of individuals using the internet,58.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
694,Sierra Leone,2000,Percentage of individuals using the internet,0.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
694,Sierra Leone,2005,Percentage of individuals using the internet,0.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
694,Sierra Leone,2010,Percentage of individuals using the internet,0.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
694,Sierra Leone,2015,Percentage of individuals using the internet,6.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
694,Sierra Leone,2017,Percentage of individuals using the internet,13.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
702,Singapore,2000,Percentage of individuals using the internet,36.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
702,Singapore,2005,Percentage of individuals using the internet,61.0,Population aged 15 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
702,Singapore,2010,Percentage of individuals using the internet,71.0,Estimate.;Population aged 7 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
702,Singapore,2015,Percentage of individuals using the internet,79.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
702,Singapore,2017,Percentage of individuals using the internet,84.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
702,Singapore,2018,Percentage of individuals using the internet,88.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
702,Singapore,2019,Percentage of individuals using the internet,88.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
703,Slovakia,2000,Percentage of individuals using the internet,9.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
703,Slovakia,2005,Percentage of individuals using the internet,55.2,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
703,Slovakia,2010,Percentage of individuals using the internet,75.7,Population aged 16 to 74 years.;Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
703,Slovakia,2015,Percentage of individuals using the internet,77.6,Population aged 16 to 74 years.;Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
703,Slovakia,2017,Percentage of individuals using the internet,81.6,Population aged 16 to 74 years.;Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
703,Slovakia,2018,Percentage of individuals using the internet,80.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
703,Slovakia,2019,Percentage of individuals using the internet,82.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
705,Slovenia,2000,Percentage of individuals using the internet,15.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
705,Slovenia,2005,Percentage of individuals using the internet,46.8,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
705,Slovenia,2010,Percentage of individuals using the internet,70.0,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
705,Slovenia,2015,Percentage of individuals using the internet,73.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
705,Slovenia,2017,Percentage of individuals using the internet,78.9,Population aged 16 to 74 years.;Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
705,Slovenia,2018,Percentage of individuals using the internet,79.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
705,Slovenia,2019,Percentage of individuals using the internet,83.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
90,Solomon Islands,2000,Percentage of individuals using the internet,0.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
90,Solomon Islands,2005,Percentage of individuals using the internet,0.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
90,Solomon Islands,2010,Percentage of individuals using the internet,5.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
90,Solomon Islands,2015,Percentage of individuals using the internet,10.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
90,Solomon Islands,2017,Percentage of individuals using the internet,11.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
706,Somalia,2000,Percentage of individuals using the internet,0.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
706,Somalia,2005,Percentage of individuals using the internet,1.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
706,Somalia,2015,Percentage of individuals using the internet,1.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
706,Somalia,2017,Percentage of individuals using the internet,2.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
710,South Africa,2000,Percentage of individuals using the internet,5.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
710,South Africa,2005,Percentage of individuals using the internet,7.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
710,South Africa,2010,Percentage of individuals using the internet,24.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
710,South Africa,2015,Percentage of individuals using the internet,51.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
710,South Africa,2017,Percentage of individuals using the internet,56.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
728,South Sudan,2015,Percentage of individuals using the internet,5.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
728,South Sudan,2017,Percentage of individuals using the internet,8.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
724,Spain,2000,Percentage of individuals using the internet,13.6,Population aged 14 years and over.;November.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
724,Spain,2005,Percentage of individuals using the internet,47.9,Population aged 16 to 74 years.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
724,Spain,2010,Percentage of individuals using the internet,65.8,Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
724,Spain,2015,Percentage of individuals using the internet,78.7,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
724,Spain,2017,Percentage of individuals using the internet,84.6,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
724,Spain,2018,Percentage of individuals using the internet,86.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
724,Spain,2019,Percentage of individuals using the internet,90.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
144,Sri Lanka,2000,Percentage of individuals using the internet,0.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
144,Sri Lanka,2005,Percentage of individuals using the internet,1.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
144,Sri Lanka,2010,Percentage of individuals using the internet,12.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
144,Sri Lanka,2015,Percentage of individuals using the internet,12.1,Estimate.;Users in the last 12 months.;Population aged 5 to 69 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
144,Sri Lanka,2017,Percentage of individuals using the internet,34.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
275,State of Palestine,2000,Percentage of individuals using the internet,1.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
275,State of Palestine,2005,Percentage of individuals using the internet,16.0,Estimate.;Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
275,State of Palestine,2010,Percentage of individuals using the internet,37.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
275,State of Palestine,2015,Percentage of individuals using the internet,57.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
275,State of Palestine,2017,Percentage of individuals using the internet,65.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
275,State of Palestine,2018,Percentage of individuals using the internet,64.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
275,State of Palestine,2019,Percentage of individuals using the internet,70.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
729,Sudan,2000,Percentage of individuals using the internet,0.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
729,Sudan,2005,Percentage of individuals using the internet,1.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
729,Sudan,2010,Percentage of individuals using the internet,16.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
729,Sudan,2015,Percentage of individuals using the internet,26.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
729,Sudan,2017,Percentage of individuals using the internet,30.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
740,Suriname,2000,Percentage of individuals using the internet,2.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
740,Suriname,2005,Percentage of individuals using the internet,6.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
740,Suriname,2010,Percentage of individuals using the internet,31.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
740,Suriname,2015,Percentage of individuals using the internet,42.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
740,Suriname,2017,Percentage of individuals using the internet,48.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
752,Sweden,2000,Percentage of individuals using the internet,45.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
752,Sweden,2005,Percentage of individuals using the internet,84.8,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
752,Sweden,2010,Percentage of individuals using the internet,90.0,Population aged 16 to 75 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
752,Sweden,2015,Percentage of individuals using the internet,90.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
752,Sweden,2017,Percentage of individuals using the internet,93.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
752,Sweden,2019,Percentage of individuals using the internet,94.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
756,Switzerland,2000,Percentage of individuals using the internet,47.1,Population aged 14 years and over.;Users in the last 6 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
756,Switzerland,2005,Percentage of individuals using the internet,70.1,Population aged 14 years and over.;Users in the last 6 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
756,Switzerland,2010,Percentage of individuals using the internet,83.9,Population aged 14 years and over.;Users in the last 6 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
756,Switzerland,2015,Percentage of individuals using the internet,87.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
756,Switzerland,2017,Percentage of individuals using the internet,89.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
756,Switzerland,2019,Percentage of individuals using the internet,93.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
760,Syrian Arab Republic,2000,Percentage of individuals using the internet,0.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
760,Syrian Arab Republic,2005,Percentage of individuals using the internet,5.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
760,Syrian Arab Republic,2010,Percentage of individuals using the internet,20.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
760,Syrian Arab Republic,2015,Percentage of individuals using the internet,30.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
760,Syrian Arab Republic,2017,Percentage of individuals using the internet,34.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
762,Tajikistan,2000,Percentage of individuals using the internet,0.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
762,Tajikistan,2005,Percentage of individuals using the internet,0.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
762,Tajikistan,2010,Percentage of individuals using the internet,11.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
762,Tajikistan,2015,Percentage of individuals using the internet,19.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
762,Tajikistan,2017,Percentage of individuals using the internet,22.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
764,Thailand,2000,Percentage of individuals using the internet,3.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
764,Thailand,2005,Percentage of individuals using the internet,15.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
764,Thailand,2010,Percentage of individuals using the internet,22.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
764,Thailand,2015,Percentage of individuals using the internet,39.3,Population aged 6 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
764,Thailand,2017,Percentage of individuals using the internet,52.9,Population aged 6 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
764,Thailand,2018,Percentage of individuals using the internet,56.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
764,Thailand,2019,Percentage of individuals using the internet,66.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
626,Timor-Leste,2005,Percentage of individuals using the internet,0.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
626,Timor-Leste,2010,Percentage of individuals using the internet,3.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
626,Timor-Leste,2015,Percentage of individuals using the internet,23.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
626,Timor-Leste,2017,Percentage of individuals using the internet,27.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
768,Togo,2000,Percentage of individuals using the internet,0.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
768,Togo,2005,Percentage of individuals using the internet,1.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
768,Togo,2010,Percentage of individuals using the internet,3.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
768,Togo,2015,Percentage of individuals using the internet,7.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
768,Togo,2017,Percentage of individuals using the internet,12.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
776,Tonga,2000,Percentage of individuals using the internet,2.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
776,Tonga,2005,Percentage of individuals using the internet,4.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
776,Tonga,2010,Percentage of individuals using the internet,16.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
